INSTRUMENT,SYMBOL    ,EXP_DATE  ,STR_PRICE  ,OPT_TYPE,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      ,NOTION_VAL        ,PR_VAL            
OPTSTK    ,ARVIND    ,31/05/2018,00000400.00,PE      ,00000009.30,00000011.45,00000008.55,00000010.45,000000000202000,            58000,              029,              027,       23793900.00,         593900.00
OPTSTK    ,ARVIND    ,31/05/2018,00000410.00,CE      ,00000018.05,00000019.70,00000015.00,00000016.55,000000000058000,           102000,              051,              051,       43552000.00,        1732000.00
OPTSTK    ,ARVIND    ,31/05/2018,00000410.00,PE      ,00000013.15,00000016.00,00000013.00,00000014.60,000000000144000,            50000,              025,              025,       21238700.00,         738700.00
OPTSTK    ,ARVIND    ,31/05/2018,00000420.00,CE      ,00000014.20,00000014.75,00000011.05,00000012.00,000000000234000,           720000,              360,              327,      311321300.00,        8921300.00
OPTSTK    ,ARVIND    ,31/05/2018,00000420.00,PE      ,00000018.70,00000021.00,00000018.10,00000021.00,000000000060000,            18000,              009,              009,        7912600.00,         352600.00
OPTSTK    ,ARVIND    ,31/05/2018,00000430.00,CE      ,00000009.85,00000010.90,00000007.95,00000008.60,000000000398000,           570000,              285,              264,      250334100.00,        5234100.00
OPTSTK    ,ARVIND    ,31/05/2018,00000440.00,CE      ,00000006.65,00000007.60,00000005.60,00000006.00,000000000278000,           346000,              173,              153,      154443500.00,        2203500.00
OPTSTK    ,ARVIND    ,31/05/2018,00000450.00,CE      ,00000004.80,00000005.40,00000003.90,00000004.05,000000000190000,            92000,              046,              043,       41808100.00,         408100.00
OPTSTK    ,ARVIND    ,31/05/2018,00000460.00,CE      ,00000003.75,00000003.75,00000002.70,00000003.00,000000000070000,            20000,              010,              010,        9261100.00,          61100.00
OPTSTK    ,ARVIND    ,31/05/2018,00000470.00,CE      ,00000002.10,00000002.10,00000002.05,00000002.05,000000000044000,             6000,              003,              003,        2832400.00,          12400.00
OPTSTK    ,ARVIND    ,31/05/2018,00000480.00,CE      ,00000001.50,00000001.50,00000001.50,00000001.50,000000000064000,             2000,              001,              001,         963000.00,           3000.00
OPTSTK    ,ARVIND    ,31/05/2018,00000490.00,CE      ,00000000.85,00000000.85,00000000.85,00000000.85,000000000002000,             2000,              001,              001,         981700.00,           1700.00
OPTSTK    ,ARVIND    ,31/05/2018,00000500.00,CE      ,00000000.20,00000000.60,00000000.20,00000000.60,000000000022000,            12000,              006,              005,        6006200.00,           6200.00
OPTSTK    ,ARVIND    ,28/06/2018,00000450.00,CE      ,00000008.00,00000008.00,00000008.00,00000008.00,000000000002000,             2000,              001,              001,         916000.00,          16000.00
OPTSTK    ,ASHOKLEY  ,31/05/2018,00000130.00,PE      ,00000000.10,00000000.10,00000000.10,00000000.10,000000000161000,            21000,              003,              003,        2732100.00,           2100.00
OPTSTK    ,ASHOKLEY  ,31/05/2018,00000140.00,CE      ,00000024.75,00000024.85,00000024.55,00000024.55,000000000126000,           196000,              028,              021,       32287500.00,        4847500.00
OPTSTK    ,ASHOKLEY  ,31/05/2018,00000140.00,PE      ,00000000.35,00000000.35,00000000.25,00000000.30,000000001078000,           315000,              045,              039,       44195200.00,          95200.00
OPTSTK    ,ASHOKLEY  ,31/05/2018,00000145.00,PE      ,00000000.60,00000000.60,00000000.50,00000000.55,000000000763000,           315000,              045,              031,       45854550.00,         179550.00
OPTSTK    ,ASHOKLEY  ,31/05/2018,00000147.50,PE      ,00000000.85,00000000.85,00000000.75,00000000.75,000000000399000,           175000,              025,              023,       25950050.00,         137550.00
OPTSTK    ,ASHOKLEY  ,31/05/2018,00000150.00,CE      ,00000015.60,00000015.60,00000015.60,00000015.60,000000000336000,             7000,              001,              001,        1159200.00,         109200.00
OPTSTK    ,ASHOKLEY  ,31/05/2018,00000150.00,PE      ,00000001.20,00000001.25,00000001.00,00000001.05,000000001722000,           882000,              126,              108,      133301350.00,        1001350.00
OPTSTK    ,ASHOKLEY  ,31/05/2018,00000152.50,PE      ,00000001.65,00000001.65,00000001.40,00000001.45,000000000378000,           259000,              037,              034,       39895800.00,         398300.00
OPTSTK    ,ASHOKLEY  ,31/05/2018,00000155.00,CE      ,00000011.20,00000012.30,00000011.15,00000011.55,000000000280000,            42000,              006,              004,        6990200.00,         480200.00
OPTSTK    ,ASHOKLEY  ,31/05/2018,00000155.00,PE      ,00000002.20,00000002.25,00000001.90,00000002.00,000000001057000,           791000,              113,              092,      124252450.00,        1647450.00
OPTSTK    ,ASHOKLEY  ,31/05/2018,00000157.50,CE      ,00000009.45,00000009.45,00000009.45,00000009.45,000000000091000,             7000,              001,              001,        1168650.00,          66150.00
OPTSTK    ,ASHOKLEY  ,31/05/2018,00000157.50,PE      ,00000002.95,00000002.95,00000002.55,00000002.65,000000000322000,           511000,              073,              070,       81915400.00,        1432900.00
OPTSTK    ,ASHOKLEY  ,31/05/2018,00000160.00,CE      ,00000008.55,00000008.95,00000007.95,00000008.25,000000001106000,           420000,              060,              047,       70729750.00,        3529750.00
OPTSTK    ,ASHOKLEY  ,31/05/2018,00000160.00,PE      ,00000003.95,00000004.00,00000003.30,00000003.50,000000001631000,          1484000,              212,              195,      242840150.00,        5400150.00
OPTSTK    ,ASHOKLEY  ,31/05/2018,00000162.50,CE      ,00000006.65,00000007.30,00000006.55,00000006.80,000000000287000,           238000,              034,              034,       40297600.00,        1622600.00
OPTSTK    ,ASHOKLEY  ,31/05/2018,00000162.50,PE      ,00000004.90,00000004.95,00000004.25,00000004.50,000000000427000,           546000,              078,              076,       91271950.00,        2546950.00
OPTSTK    ,ASHOKLEY  ,31/05/2018,00000165.00,CE      ,00000005.40,00000006.20,00000005.15,00000005.60,000000002219000,          4074000,              582,              517,      694903300.00,       22693300.00
OPTSTK    ,ASHOKLEY  ,31/05/2018,00000165.00,PE      ,00000006.20,00000006.35,00000005.40,00000005.60,000000000833000,          1456000,              208,              192,      248710000.00,        8470000.00
OPTSTK    ,ASHOKLEY  ,31/05/2018,00000167.50,CE      ,00000004.20,00000005.00,00000004.20,00000004.45,000000000756000,          2135000,              305,              241,      367230150.00,        9617650.00
OPTSTK    ,ASHOKLEY  ,31/05/2018,00000167.50,PE      ,00000007.10,00000007.10,00000007.00,00000007.00,000000000063000,            28000,              004,              003,        4888100.00,         198100.00
OPTSTK    ,ASHOKLEY  ,31/05/2018,00000170.00,CE      ,00000003.40,00000003.95,00000003.35,00000003.55,000000003675000,          3514000,              502,              458,      610046850.00,       12666850.00
OPTSTK    ,ASHOKLEY  ,31/05/2018,00000170.00,PE      ,00000008.90,00000008.90,00000008.15,00000008.40,000000000133000,            28000,              004,              003,        5000450.00,         240450.00
OPTSTK    ,ASHOKLEY  ,31/05/2018,00000172.50,CE      ,00000002.65,00000003.00,00000002.60,00000002.70,000000000399000,           448000,              064,              057,       78529850.00,        1249850.00
OPTSTK    ,ASHOKLEY  ,31/05/2018,00000172.50,PE      ,00000009.90,00000009.90,00000009.90,00000009.90,000000000007000,             7000,              001,              001,        1276800.00,          69300.00
OPTSTK    ,ASHOKLEY  ,31/05/2018,00000175.00,CE      ,00000002.00,00000002.45,00000002.00,00000002.15,000000002919000,          1764000,              252,              217,      312567150.00,        3867150.00
OPTSTK    ,ASHOKLEY  ,31/05/2018,00000180.00,CE      ,00000001.25,00000001.45,00000001.20,00000001.25,000000003045000,          1960000,              280,              247,      355286050.00,        2486050.00
OPTSTK    ,ASHOKLEY  ,31/05/2018,00000185.00,CE      ,00000000.70,00000000.75,00000000.70,00000000.70,000000001876000,           364000,              052,              045,       67598650.00,         258650.00
OPTSTK    ,ASHOKLEY  ,31/05/2018,00000190.00,CE      ,00000000.40,00000000.40,00000000.35,00000000.40,000000001225000,           224000,              032,              032,       42648900.00,          88900.00
OPTSTK    ,ASHOKLEY  ,31/05/2018,00000195.00,CE      ,00000000.25,00000000.30,00000000.20,00000000.25,000000000357000,           119000,              017,              013,       23234750.00,          29750.00
OPTSTK    ,ASHOKLEY  ,28/06/2018,00000165.00,PE      ,00000007.75,00000007.75,00000007.50,00000007.50,000000000056000,            28000,              004,              003,        4833150.00,         213150.00
OPTSTK    ,ASIANPAINT,31/05/2018,00001040.00,PE      ,00000001.00,00000001.10,00000001.00,00000001.10,000000000003600,             3600,              006,              002,        3747900.00,           3900.00
OPTSTK    ,ASIANPAINT,31/05/2018,00001080.00,PE      ,00000003.55,00000003.85,00000002.45,00000002.45,000000000003600,            12600,              021,              015,       13648140.00,          40140.00
OPTSTK    ,ASIANPAINT,31/05/2018,00001100.00,PE      ,00000005.00,00000005.80,00000003.40,00000003.40,000000000057600,            43200,              072,              050,       47744010.00,         224010.00
OPTSTK    ,ASIANPAINT,31/05/2018,00001120.00,PE      ,00000006.55,00000006.95,00000006.10,00000006.95,000000000022200,             4800,              008,              005,        5406990.00,          30990.00
OPTSTK    ,ASIANPAINT,31/05/2018,00001140.00,CE      ,00000062.30,00000063.95,00000062.30,00000063.95,000000000001800,             1200,              002,              002,        1443750.00,          75750.00
OPTSTK    ,ASIANPAINT,31/05/2018,00001140.00,PE      ,00000012.00,00000014.10,00000008.95,00000010.75,000000000054600,            66000,              110,              081,       76000350.00,         760350.00
OPTSTK    ,ASIANPAINT,31/05/2018,00001160.00,PE      ,00000017.00,00000020.00,00000013.80,00000015.50,000000000044400,            75600,              126,              110,       89052150.00,        1356150.00
OPTSTK    ,ASIANPAINT,31/05/2018,00001180.00,CE      ,00000032.30,00000043.90,00000032.30,00000040.45,000000000022200,            15600,              026,              021,       19008360.00,         600360.00
OPTSTK    ,ASIANPAINT,31/05/2018,00001180.00,PE      ,00000021.50,00000029.00,00000020.00,00000023.30,000000000037200,            55800,              093,              083,       67227690.00,        1383690.00
OPTSTK    ,ASIANPAINT,31/05/2018,00001200.00,CE      ,00000025.90,00000032.70,00000024.00,00000029.45,000000000063000,            97800,              163,              145,      120085110.00,        2725110.00
OPTSTK    ,ASIANPAINT,31/05/2018,00001200.00,PE      ,00000036.00,00000040.00,00000030.00,00000033.10,000000000031800,            35400,              059,              053,       43750500.00,        1270500.00
OPTSTK    ,ASIANPAINT,31/05/2018,00001220.00,CE      ,00000022.10,00000024.00,00000017.50,00000021.70,000000000079200,            85800,              143,              130,      106424520.00,        1748520.00
OPTSTK    ,ASIANPAINT,31/05/2018,00001220.00,PE      ,00000044.40,00000051.65,00000044.40,00000044.50,000000000015000,            10200,              017,              015,       12941400.00,         497400.00
OPTSTK    ,ASIANPAINT,31/05/2018,00001240.00,CE      ,00000018.50,00000018.50,00000012.10,00000015.10,000000000075600,            76200,              127,              111,       95591160.00,        1103160.00
OPTSTK    ,ASIANPAINT,31/05/2018,00001260.00,CE      ,00000010.90,00000012.40,00000008.80,00000011.75,000000000052800,            28200,              047,              043,       35816370.00,         284370.00
OPTSTK    ,ASIANPAINT,31/05/2018,00001280.00,CE      ,00000006.15,00000007.55,00000006.05,00000007.50,000000000033600,             3600,              006,              005,        4633350.00,          25350.00
OPTSTK    ,ASIANPAINT,31/05/2018,00001300.00,CE      ,00000002.55,00000005.75,00000002.55,00000005.20,000000000046200,            19200,              032,              026,       25054830.00,          94830.00
OPTSTK    ,ASIANPAINT,31/05/2018,00001320.00,CE      ,00000002.95,00000003.00,00000002.95,00000003.00,000000000010200,             1200,              002,              002,        1587570.00,           3570.00
OPTSTK    ,ASIANPAINT,28/06/2018,00001180.00,CE      ,00000040.25,00000040.25,00000040.25,00000040.25,000000000002400,             2400,              004,              002,        2928600.00,          96600.00
OPTSTK    ,AUROPHARMA,31/05/2018,00000550.00,PE      ,00000003.30,00000003.60,00000003.20,00000003.30,000000000012800,            16800,              021,              017,        9296320.00,          56320.00
OPTSTK    ,AUROPHARMA,31/05/2018,00000560.00,PE      ,00000003.15,00000005.00,00000003.15,00000004.35,000000000039200,            30400,              038,              031,       17161000.00,         137000.00
OPTSTK    ,AUROPHARMA,31/05/2018,00000570.00,PE      ,00000005.45,00000006.65,00000005.45,00000005.80,000000000012000,             9600,              012,              011,        5529560.00,          57560.00
OPTSTK    ,AUROPHARMA,31/05/2018,00000580.00,PE      ,00000008.75,00000009.45,00000007.95,00000008.05,000000000049600,            60000,              075,              061,       35304400.00,         504400.00
OPTSTK    ,AUROPHARMA,31/05/2018,00000590.00,PE      ,00000010.05,00000012.30,00000010.05,00000011.15,000000000018400,            30400,              038,              032,       18280800.00,         344800.00
OPTSTK    ,AUROPHARMA,31/05/2018,00000600.00,CE      ,00000032.85,00000033.55,00000029.00,00000030.25,000000000047200,            41600,              052,              045,       26214560.00,        1254560.00
OPTSTK    ,AUROPHARMA,31/05/2018,00000600.00,PE      ,00000013.00,00000016.20,00000012.50,00000014.45,000000000270400,           256800,              321,              291,      157863560.00,        3783560.00
OPTSTK    ,AUROPHARMA,31/05/2018,00000610.00,CE      ,00000027.00,00000027.00,00000023.50,00000024.45,000000000005600,             9600,              012,              011,        6093280.00,         237280.00
OPTSTK    ,AUROPHARMA,31/05/2018,00000610.00,PE      ,00000017.20,00000020.95,00000017.20,00000018.90,000000000031200,            88800,              111,              107,       55892040.00,        1724040.00
OPTSTK    ,AUROPHARMA,31/05/2018,00000620.00,CE      ,00000023.90,00000023.90,00000019.00,00000020.15,000000000100000,           310400,              388,              340,      198979800.00,        6531800.00
OPTSTK    ,AUROPHARMA,31/05/2018,00000620.00,PE      ,00000022.25,00000026.50,00000022.10,00000023.90,000000000113600,            57600,              072,              070,       37122080.00,        1410080.00
OPTSTK    ,AUROPHARMA,31/05/2018,00000630.00,CE      ,00000019.00,00000019.00,00000015.30,00000015.95,000000000115200,           200000,              250,              210,      129361920.00,        3361920.00
OPTSTK    ,AUROPHARMA,31/05/2018,00000630.00,PE      ,00000028.90,00000031.50,00000028.90,00000030.00,000000000051200,             8000,              010,              010,        5284440.00,         244440.00
OPTSTK    ,AUROPHARMA,31/05/2018,00000640.00,CE      ,00000015.60,00000015.65,00000012.20,00000012.95,000000000177600,           165600,              207,              191,      108270600.00,        2286600.00
OPTSTK    ,AUROPHARMA,31/05/2018,00000640.00,PE      ,00000035.20,00000038.05,00000035.20,00000036.85,000000000049600,             4000,              005,              005,        2706680.00,         146680.00
OPTSTK    ,AUROPHARMA,31/05/2018,00000650.00,CE      ,00000013.70,00000013.70,00000009.75,00000010.30,000000000222400,           223200,              279,              268,      147542680.00,        2462680.00
OPTSTK    ,AUROPHARMA,31/05/2018,00000650.00,PE      ,00000042.30,00000044.00,00000042.30,00000044.00,000000000014400,             4000,              005,              005,        2773520.00,         173520.00
OPTSTK    ,AUROPHARMA,31/05/2018,00000660.00,CE      ,00000009.50,00000009.85,00000007.65,00000008.05,000000000191200,            80800,              101,              097,       54024680.00,         696680.00
OPTSTK    ,AUROPHARMA,31/05/2018,00000670.00,CE      ,00000008.00,00000008.00,00000006.10,00000006.30,000000000042400,            24800,              031,              027,       16779920.00,         163920.00
OPTSTK    ,AUROPHARMA,31/05/2018,00000680.00,CE      ,00000006.10,00000006.15,00000004.60,00000004.95,000000000088000,            59200,              074,              062,       40572320.00,         316320.00
OPTSTK    ,AUROPHARMA,31/05/2018,00000690.00,CE      ,00000004.10,00000004.10,00000004.10,00000004.10,000000000012800,             3200,              004,              003,        2221120.00,          13120.00
OPTSTK    ,AUROPHARMA,31/05/2018,00000700.00,CE      ,00000003.80,00000003.95,00000003.20,00000003.40,000000000295200,            48000,              060,              055,       33762360.00,         162360.00
OPTSTK    ,AUROPHARMA,31/05/2018,00000720.00,CE      ,00000002.00,00000002.65,00000001.75,00000001.75,000000000030400,             8000,              010,              008,        5775840.00,          15840.00
OPTSTK    ,AUROPHARMA,31/05/2018,00000740.00,CE      ,00000001.05,00000001.05,00000001.05,00000001.05,000000000013600,              800,              001,              001,         592840.00,            840.00
OPTSTK    ,AUROPHARMA,28/06/2018,00000600.00,PE      ,00000022.00,00000022.00,00000022.00,00000022.00,000000000000800,              800,              001,              001,         497600.00,          17600.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000380.00,PE      ,00000000.45,00000000.45,00000000.40,00000000.45,000000000073200,             7200,              006,              003,        2739180.00,           3180.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000390.00,PE      ,00000000.50,00000000.50,00000000.50,00000000.50,000000000037200,             2400,              002,              002,         937200.00,           1200.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000400.00,PE      ,00000000.40,00000000.60,00000000.40,00000000.50,000000000697200,            38400,              032,              027,       15379020.00,          19020.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000410.00,PE      ,00000000.45,00000000.55,00000000.45,00000000.50,000000000026400,             8400,              007,              007,        3448080.00,           4080.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000420.00,PE      ,00000000.60,00000000.75,00000000.60,00000000.65,000000000226800,            37200,              031,              025,       15647580.00,          23580.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000430.00,PE      ,00000000.85,00000001.05,00000000.75,00000000.90,000000000177600,            73200,              061,              041,       31541940.00,          65940.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000440.00,PE      ,00000001.20,00000001.40,00000001.10,00000001.20,000000000415200,           102000,              085,              062,       45003120.00,         123120.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000450.00,PE      ,00000001.60,00000001.95,00000001.40,00000001.65,000000000777600,           230400,              192,              142,      104064120.00,         384120.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000460.00,CE      ,00000068.55,00000068.55,00000066.90,00000066.90,000000000050400,             2400,              002,              002,        1266540.00,         162540.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000460.00,PE      ,00000002.15,00000002.60,00000001.90,00000002.30,000000000757200,           433200,              361,              230,      200246640.00,         974640.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000470.00,CE      ,00000064.70,00000064.70,00000061.55,00000061.55,000000000075600,             3600,              003,              003,        1920900.00,         228900.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000470.00,PE      ,00000002.90,00000003.60,00000002.60,00000003.15,000000000496800,           440400,              367,              249,      208350360.00,        1362360.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000480.00,CE      ,00000053.50,00000053.50,00000053.00,00000053.00,000000000090000,             6000,              005,              005,        3200220.00,         320220.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000480.00,PE      ,00000003.80,00000004.90,00000003.50,00000004.30,000000001699200,           852000,              710,              496,      412558380.00,        3598380.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000490.00,CE      ,00000048.00,00000048.00,00000038.00,00000039.15,000000000258000,            27600,              023,              023,       14692380.00,        1168380.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000490.00,PE      ,00000005.30,00000006.75,00000005.00,00000006.00,000000001588800,           679200,              566,              423,      336792300.00,        3984300.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000500.00,CE      ,00000039.85,00000039.85,00000030.50,00000031.40,000000000505200,           112800,              094,              091,       60220560.00,        3820560.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000500.00,PE      ,00000006.95,00000009.00,00000006.55,00000008.10,000000002068800,          2184000,             1820,             1451,     1108978440.00,       16978440.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000510.00,CE      ,00000030.50,00000031.85,00000023.85,00000024.20,000000000370800,           112800,              094,              084,       60560460.00,        3032460.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000510.00,PE      ,00000009.15,00000012.20,00000008.90,00000011.15,000000000646800,           903600,              753,              651,      470490000.00,        9654000.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000520.00,CE      ,00000024.55,00000025.95,00000017.75,00000018.35,000000001146000,           895200,              746,              698,      483490320.00,       17986320.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000520.00,PE      ,00000012.40,00000016.25,00000011.90,00000014.95,000000000888000,          1926000,             1605,             1398,     1028125500.00,       26605500.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000530.00,CE      ,00000020.20,00000020.20,00000013.00,00000013.40,000000001414800,          1651200,             1376,             1215,      902660220.00,       27524220.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000530.00,PE      ,00000016.40,00000021.30,00000015.80,00000020.05,000000000332400,          1377600,             1148,              987,      755025120.00,       24897120.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000540.00,CE      ,00000014.55,00000015.00,00000009.20,00000009.55,000000001028400,          1717200,             1431,             1323,      947121120.00,       19833120.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000540.00,PE      ,00000022.50,00000027.00,00000020.75,00000025.80,000000000248400,           415200,              346,              336,      233934420.00,        9726420.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000550.00,CE      ,00000010.50,00000010.95,00000006.45,00000006.65,000000001022400,          1446000,             1205,             1067,      807518940.00,       12218940.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000550.00,PE      ,00000027.70,00000033.60,00000026.75,00000033.00,000000000055200,            90000,              075,              074,       52249320.00,        2749320.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000560.00,CE      ,00000007.25,00000007.90,00000004.40,00000004.60,000000001245600,          1627200,             1356,             1047,      921530580.00,       10298580.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000560.00,PE      ,00000034.75,00000039.00,00000034.75,00000039.00,000000000040800,             9600,              008,              008,        5732880.00,         356880.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000570.00,CE      ,00000005.30,00000005.65,00000003.10,00000003.20,000000000534000,           447600,              373,              267,      257020740.00,        1888740.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000580.00,CE      ,00000004.10,00000004.10,00000002.15,00000002.30,000000000690000,           726000,              605,              457,      423205140.00,        2125140.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000590.00,CE      ,00000002.80,00000002.95,00000001.55,00000001.70,000000000278400,           237600,              198,              146,      140655180.00,         471180.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000590.00,PE      ,00000061.30,00000063.00,00000061.30,00000063.00,000000000004800,             4800,              004,              004,        3132360.00,         300360.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000600.00,CE      ,00000002.05,00000002.20,00000001.20,00000001.35,000000000576000,           477600,              398,              299,      287302260.00,         742260.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000610.00,CE      ,00000001.75,00000001.75,00000000.90,00000001.05,000000000180000,           164400,              137,              085,      100477200.00,         193200.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000620.00,CE      ,00000001.15,00000001.30,00000000.75,00000000.95,000000000159600,            64800,              054,              036,       40243680.00,          67680.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000630.00,CE      ,00000000.75,00000000.75,00000000.75,00000000.75,000000000061200,             1200,              001,              001,         756900.00,            900.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000640.00,CE      ,00000000.80,00000001.20,00000000.50,00000000.65,000000000026400,             7200,              006,              005,        4613760.00,           5760.00
OPTSTK    ,AXISBANK  ,31/05/2018,00000650.00,CE      ,00000000.70,00000000.70,00000000.60,00000000.60,000000000016800,             4800,              004,              004,        3123120.00,           3120.00
OPTSTK    ,AXISBANK  ,28/06/2018,00000520.00,CE      ,00000028.05,00000028.05,00000026.10,00000026.10,000000000006000,             2400,              002,              002,        1312980.00,          64980.00
OPTSTK    ,BAJAJ-AUTO,31/05/2018,00002700.00,CE      ,00000235.00,00000235.00,00000232.00,00000232.00,000000000001000,              750,              003,              003,        2200500.00,         175500.00
OPTSTK    ,BAJAJ-AUTO,31/05/2018,00002700.00,PE      ,00000009.75,00000011.00,00000009.00,00000011.00,000000000011000,             4000,              016,              014,       10840712.50,          40712.50
OPTSTK    ,BAJAJ-AUTO,31/05/2018,00002750.00,PE      ,00000013.95,00000019.00,00000013.95,00000018.25,000000000007000,             4000,              016,              015,       11065750.00,          65750.00
OPTSTK    ,BAJAJ-AUTO,31/05/2018,00002800.00,PE      ,00000020.60,00000030.00,00000020.60,00000029.10,000000000015750,            10750,              043,              037,       30372712.50,         272712.50
OPTSTK    ,BAJAJ-AUTO,31/05/2018,00002850.00,CE      ,00000101.15,00000101.15,00000101.15,00000101.15,000000000002250,              250,              001,              001,         737787.50,          25287.50
OPTSTK    ,BAJAJ-AUTO,31/05/2018,00002850.00,PE      ,00000031.85,00000046.50,00000031.00,00000045.15,000000000009500,            10250,              041,              041,       29629550.00,         417050.00
OPTSTK    ,BAJAJ-AUTO,31/05/2018,00002900.00,CE      ,00000095.70,00000095.70,00000073.05,00000074.70,000000000011000,             8000,              032,              030,       23859637.50,         659637.50
OPTSTK    ,BAJAJ-AUTO,31/05/2018,00002900.00,PE      ,00000048.00,00000069.00,00000048.00,00000067.35,000000000012500,            16000,              064,              062,       47348500.00,         948500.00
OPTSTK    ,BAJAJ-AUTO,31/05/2018,00002950.00,CE      ,00000070.30,00000072.05,00000052.10,00000054.05,000000000012250,            19000,              076,              073,       57234462.50,        1184462.50
OPTSTK    ,BAJAJ-AUTO,31/05/2018,00002950.00,PE      ,00000072.75,00000097.00,00000072.75,00000094.70,000000000007750,            11000,              044,              042,       33355225.00,         905225.00
OPTSTK    ,BAJAJ-AUTO,31/05/2018,00003000.00,CE      ,00000058.05,00000058.05,00000037.00,00000037.90,000000000049750,            49750,              199,              182,      151435012.50,        2185012.50
OPTSTK    ,BAJAJ-AUTO,31/05/2018,00003000.00,PE      ,00000108.40,00000111.75,00000108.40,00000111.75,000000000009000,             1000,              004,              004,        3109687.50,         109687.50
OPTSTK    ,BAJAJ-AUTO,31/05/2018,00003050.00,CE      ,00000035.95,00000036.55,00000025.60,00000027.70,000000000021000,            20500,              082,              073,       63158225.00,         633225.00
OPTSTK    ,BAJAJ-AUTO,31/05/2018,00003050.00,PE      ,00000143.10,00000143.10,00000143.10,00000143.10,000000000001750,              250,              001,              001,         798275.00,          35775.00
OPTSTK    ,BAJAJ-AUTO,31/05/2018,00003100.00,CE      ,00000025.55,00000025.55,00000017.40,00000017.90,000000000042000,            48000,              192,              168,      149803862.50,        1003862.50
OPTSTK    ,BAJAJ-AUTO,31/05/2018,00003150.00,CE      ,00000014.85,00000018.00,00000012.10,00000012.40,000000000008000,             5500,              022,              019,       17402475.00,          77475.00
OPTSTK    ,BAJAJ-AUTO,31/05/2018,00003200.00,CE      ,00000012.00,00000013.90,00000008.50,00000009.50,000000000026750,            11250,              045,              040,       36112462.50,         112462.50
OPTSTK    ,BAJAJ-AUTO,31/05/2018,00003250.00,CE      ,00000006.60,00000006.60,00000006.60,00000006.60,000000000000250,              250,              001,              001,         814150.00,           1650.00
OPTSTK    ,BAJAJ-AUTO,31/05/2018,00003300.00,CE      ,00000005.20,00000005.20,00000004.50,00000004.50,000000000020500,             8250,              033,              025,       27264425.00,          39425.00
OPTSTK    ,BAJAJ-AUTO,31/05/2018,00003400.00,CE      ,00000003.00,00000003.00,00000003.00,00000003.00,000000000000500,              250,              001,              001,         850750.00,            750.00
OPTSTK    ,BAJAJ-AUTO,28/06/2018,00003000.00,CE      ,00000070.00,00000070.00,00000070.00,00000070.00,000000000000250,              250,              001,              001,         767500.00,          17500.00
OPTSTK    ,BAJAJFINSV,31/05/2018,00005250.00,PE      ,00000085.00,00000104.20,00000085.00,00000104.20,000000000001000,              750,              006,              004,        4007925.00,          70425.00
OPTSTK    ,BAJAJFINSV,31/05/2018,00005300.00,CE      ,00000238.25,00000238.25,00000238.25,00000238.25,000000000002750,              125,              001,              001,         692281.25,          29781.25
OPTSTK    ,BAJAJFINSV,31/05/2018,00005350.00,CE      ,00000209.45,00000209.45,00000170.00,00000170.00,000000000000750,              250,              002,              002,        1384931.25,          47431.25
