INSTRUMENT,SYMBOL    ,EXP_DATE  ,STR_PRICE  ,OPT_TYPE,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      ,NOTION_VAL        ,PR_VAL            
OPTSTK    ,WOCKPHARMA,31/05/2018,00000860.00,PE      ,00000075.90,00000075.90,00000075.90,00000075.90,000000000003600,              900,              001,              001,         842310.00,          68310.00
OPTSTK    ,WOCKPHARMA,31/05/2018,00000880.00,CE      ,00000020.05,00000021.00,00000013.85,00000015.75,000000000067500,            86400,              096,              093,       77531490.00,        1499490.00
OPTSTK    ,WOCKPHARMA,31/05/2018,00000900.00,CE      ,00000014.15,00000015.40,00000008.65,00000011.75,000000000150300,           152100,              169,              153,      138894750.00,        2004750.00
OPTSTK    ,WOCKPHARMA,31/05/2018,00000920.00,CE      ,00000012.15,00000012.15,00000007.00,00000008.85,000000000043200,            57600,              064,              057,       53563905.00,         571905.00
OPTSTK    ,WOCKPHARMA,31/05/2018,00000940.00,CE      ,00000008.20,00000008.50,00000006.15,00000006.65,000000000057600,            32400,              036,              035,       30698190.00,         242190.00
OPTSTK    ,WOCKPHARMA,31/05/2018,00000960.00,CE      ,00000006.00,00000006.00,00000004.65,00000004.65,000000000010800,             1800,              002,              002,        1737585.00,           9585.00
OPTSTK    ,WOCKPHARMA,31/05/2018,00000980.00,CE      ,00000003.50,00000003.80,00000003.50,00000003.80,000000000014400,             3600,              004,              004,        3541320.00,          13320.00
OPTSTK    ,WOCKPHARMA,31/05/2018,00001000.00,CE      ,00000002.55,00000004.35,00000002.55,00000003.80,000000000016200,            23400,              026,              025,       23488245.00,          88245.00
OPTSTK    ,WOCKPHARMA,31/05/2018,00001020.00,CE      ,00000002.50,00000004.95,00000002.00,00000003.60,000000000007200,             4500,              005,              005,        4603005.00,          13005.00
OPTSTK    ,WOCKPHARMA,31/05/2018,00001040.00,CE      ,00000001.70,00000001.70,00000001.70,00000001.70,000000000008100,              900,              001,              001,         937530.00,           1530.00
OPTSTK    ,YESBANK   ,31/05/2018,00000260.00,PE      ,00000000.30,00000000.30,00000000.30,00000000.30,000000000007000,             1750,              001,              001,         455525.00,            525.00
OPTSTK    ,YESBANK   ,31/05/2018,00000270.00,PE      ,00000000.25,00000000.35,00000000.25,00000000.35,000000000049000,             3500,              002,              002,         946050.00,           1050.00
OPTSTK    ,YESBANK   ,31/05/2018,00000280.00,PE      ,00000000.40,00000000.45,00000000.35,00000000.45,000000000099750,            14000,              008,              008,        3925950.00,           5950.00
OPTSTK    ,YESBANK   ,31/05/2018,00000290.00,PE      ,00000000.55,00000000.70,00000000.55,00000000.70,000000000126000,            12250,              007,              007,        3560812.50,           8312.50
OPTSTK    ,YESBANK   ,31/05/2018,00000300.00,CE      ,00000048.30,00000050.05,00000047.95,00000047.95,000000000173250,            35000,              020,              010,       12203012.50,        1703012.50
OPTSTK    ,YESBANK   ,31/05/2018,00000300.00,PE      ,00000000.90,00000001.20,00000000.80,00000001.15,000000001125250,          1051750,              601,              465,      316590312.50,        1065312.50
OPTSTK    ,YESBANK   ,31/05/2018,00000310.00,CE      ,00000044.95,00000044.95,00000038.55,00000038.55,000000000199500,            17500,              010,              010,        6155537.50,         730537.50
OPTSTK    ,YESBANK   ,31/05/2018,00000310.00,PE      ,00000001.45,00000001.80,00000001.15,00000001.75,000000000892500,           602000,              344,              279,      187555287.50,         935287.50
OPTSTK    ,YESBANK   ,31/05/2018,00000320.00,CE      ,00000038.65,00000038.65,00000029.90,00000029.90,000000000246750,            31500,              018,              018,       11129562.50,        1049562.50
OPTSTK    ,YESBANK   ,31/05/2018,00000320.00,PE      ,00000002.25,00000003.00,00000001.75,00000002.95,000000001286250,          1247750,              713,              576,      402488712.50,        3208712.50
OPTSTK    ,YESBANK   ,31/05/2018,00000330.00,CE      ,00000028.90,00000032.00,00000022.00,00000022.35,000000000918750,           203000,              116,              109,       72011800.00,        5021800.00
OPTSTK    ,YESBANK   ,31/05/2018,00000330.00,PE      ,00000003.80,00000005.20,00000002.90,00000005.00,000000002082500,          2577750,             1473,             1213,      862043962.50,       11386462.50
OPTSTK    ,YESBANK   ,31/05/2018,00000340.00,CE      ,00000022.00,00000023.80,00000015.30,00000015.85,000000000761250,          1176000,              672,              545,      420242637.50,       20402637.50
OPTSTK    ,YESBANK   ,31/05/2018,00000340.00,PE      ,00000006.50,00000008.65,00000005.10,00000008.35,000000001695750,          2997750,             1713,             1409,     1041485462.50,       22250462.50
OPTSTK    ,YESBANK   ,31/05/2018,00000350.00,CE      ,00000014.45,00000017.60,00000010.20,00000010.75,000000001622250,          5874750,             3357,             2721,     2126557737.50,       70395237.50
OPTSTK    ,YESBANK   ,31/05/2018,00000350.00,PE      ,00000010.20,00000013.60,00000008.20,00000013.20,000000001176000,          3353000,             1916,             1733,     1213043037.50,       39493037.50
OPTSTK    ,YESBANK   ,31/05/2018,00000360.00,CE      ,00000009.95,00000012.15,00000006.80,00000007.20,000000003046750,          5418000,             3096,             2758,     1998012100.00,       47532100.00
OPTSTK    ,YESBANK   ,31/05/2018,00000360.00,PE      ,00000015.75,00000019.80,00000012.60,00000019.55,000000000850500,           927500,              530,              498,      349139350.00,       15239350.00
OPTSTK    ,YESBANK   ,31/05/2018,00000370.00,CE      ,00000006.45,00000008.00,00000004.35,00000004.65,000000002903250,          3519250,             2011,             1665,     1322097437.50,       19974937.50
OPTSTK    ,YESBANK   ,31/05/2018,00000370.00,PE      ,00000020.50,00000027.40,00000019.75,00000027.00,000000000166250,            57750,              033,              031,       22831637.50,        1464137.50
OPTSTK    ,YESBANK   ,31/05/2018,00000380.00,CE      ,00000004.40,00000005.10,00000002.85,00000002.95,000000002630250,          2875250,             1643,             1480,     1103141200.00,       10546200.00
OPTSTK    ,YESBANK   ,31/05/2018,00000380.00,PE      ,00000030.25,00000034.30,00000030.25,00000034.30,000000000269500,             5250,              003,              003,        2167200.00,         172200.00
OPTSTK    ,YESBANK   ,31/05/2018,00000390.00,CE      ,00000002.70,00000003.35,00000001.90,00000002.00,000000001442000,          1676500,              958,              823,      657954675.00,        4119675.00
OPTSTK    ,YESBANK   ,31/05/2018,00000400.00,CE      ,00000002.30,00000002.30,00000001.35,00000001.40,000000002787750,          2003750,             1145,              912,      804931837.50,        3431837.50
OPTSTK    ,YESBANK   ,31/05/2018,00000400.00,PE      ,00000050.00,00000054.00,00000050.00,00000053.85,000000000278250,            50750,              029,              018,       22947487.50,        2647487.50
OPTSTK    ,YESBANK   ,31/05/2018,00000410.00,CE      ,00000001.35,00000001.50,00000000.90,00000000.95,000000000791000,          1076250,              615,              423,      442500975.00,        1238475.00
OPTSTK    ,YESBANK   ,31/05/2018,00000420.00,CE      ,00000000.90,00000001.00,00000000.70,00000000.75,000000000610750,           553000,              316,              225,      232710975.00,         450975.00
OPTSTK    ,YESBANK   ,31/05/2018,00000430.00,CE      ,00000000.70,00000000.75,00000000.50,00000000.50,000000000316750,            94500,              054,              035,       40696337.50,          61337.50
OPTSTK    ,YESBANK   ,31/05/2018,00000440.00,CE      ,00000000.60,00000000.60,00000000.45,00000000.45,000000000236250,            22750,              013,              013,       10021462.50,          11462.50
OPTSTK    ,YESBANK   ,31/05/2018,00000450.00,CE      ,00000000.45,00000000.45,00000000.35,00000000.40,000000000575750,            73500,              042,              029,       33104837.50,          29837.50
OPTSTK    ,YESBANK   ,31/05/2018,00000450.00,PE      ,00000093.50,00000101.75,00000093.00,00000101.75,000000000036750,            28000,              016,              015,       15294387.50,        2694387.50
OPTSTK    ,YESBANK   ,28/06/2018,00000300.00,CE      ,00000051.00,00000051.00,00000051.00,00000051.00,000000000017500,             1750,              001,              001,         614250.00,          89250.00
OPTSTK    ,YESBANK   ,28/06/2018,00000350.00,CE      ,00000015.65,00000016.25,00000015.50,00000016.00,000000000063000,            63000,              036,              016,       23042250.00,         992250.00
OPTSTK    ,YESBANK   ,28/06/2018,00000380.00,CE      ,00000008.00,00000008.00,00000005.65,00000005.65,000000000112000,            85750,              049,              022,       33096700.00,         511700.00
OPTSTK    ,YESBANK   ,28/06/2018,00000400.00,CE      ,00000003.25,00000003.40,00000003.25,00000003.40,000000000152250,             3500,              002,              002,        1411637.50,          11637.50
OPTSTK    ,ZEEL      ,31/05/2018,00000550.00,PE      ,00000005.00,00000005.00,00000004.75,00000005.00,000000000057200,             5200,              004,              004,        2885675.00,          25675.00
OPTSTK    ,ZEEL      ,31/05/2018,00000560.00,PE      ,00000007.00,00000007.80,00000006.60,00000007.55,000000000068900,            28600,              022,              020,       16222115.00,         206115.00
OPTSTK    ,ZEEL      ,31/05/2018,00000570.00,PE      ,00000009.80,00000011.25,00000008.95,00000010.75,000000000111800,            71500,              055,              043,       41492425.00,         737425.00
OPTSTK    ,ZEEL      ,31/05/2018,00000580.00,CE      ,00000028.35,00000028.35,00000026.20,00000026.20,000000000026000,             3900,              003,              003,        2369315.00,         107315.00
OPTSTK    ,ZEEL      ,31/05/2018,00000580.00,PE      ,00000012.80,00000015.45,00000012.50,00000014.15,000000000083200,            40300,              031,              028,       23930010.00,         556010.00
OPTSTK    ,ZEEL      ,31/05/2018,00000590.00,CE      ,00000022.45,00000022.50,00000018.90,00000019.70,000000000101400,            29900,              023,              023,       18246150.00,         605150.00
OPTSTK    ,ZEEL      ,31/05/2018,00000590.00,PE      ,00000016.05,00000019.80,00000016.05,00000019.05,000000000032500,            50700,              039,              036,       30839770.00,         926770.00
OPTSTK    ,ZEEL      ,31/05/2018,00000600.00,CE      ,00000018.90,00000019.45,00000014.75,00000015.55,000000000162500,            85800,              066,              065,       52903955.00,        1423955.00
OPTSTK    ,ZEEL      ,31/05/2018,00000600.00,PE      ,00000024.25,00000024.80,00000024.05,00000024.55,000000000039000,            13000,              010,              010,        8117720.00,         317720.00
OPTSTK    ,ZEEL      ,31/05/2018,00000610.00,CE      ,00000015.40,00000015.45,00000011.60,00000012.00,000000000165100,           132600,              102,              095,       82600700.00,        1714700.00
OPTSTK    ,ZEEL      ,31/05/2018,00000610.00,PE      ,00000027.80,00000027.80,00000027.45,00000027.45,000000000016900,             2600,              002,              002,        1657825.00,          71825.00
OPTSTK    ,ZEEL      ,31/05/2018,00000620.00,CE      ,00000012.05,00000012.05,00000008.80,00000009.20,000000000263900,           179400,              138,              134,      113031360.00,        1803360.00
OPTSTK    ,ZEEL      ,31/05/2018,00000630.00,CE      ,00000009.10,00000009.10,00000006.95,00000006.95,000000000143000,            26000,              020,              016,       16583710.00,         203710.00
OPTSTK    ,ZEEL      ,31/05/2018,00000640.00,CE      ,00000006.30,00000006.30,00000005.25,00000005.70,000000000052000,            14300,              011,              011,        9230975.00,          78975.00
OPTSTK    ,ZEEL      ,31/05/2018,00000650.00,CE      ,00000005.00,00000005.00,00000003.90,00000004.35,000000000035100,            13000,              010,              010,        8506810.00,          56810.00
OPTSTK    ,ZEEL      ,31/05/2018,00000660.00,CE      ,00000002.50,00000002.50,00000002.50,00000002.50,000000000024700,             1300,              001,              001,         861250.00,           3250.00
OPTSTK    ,ZEEL      ,31/05/2018,00000670.00,CE      ,00000002.25,00000002.25,00000002.25,00000002.25,000000000031200,             1300,              001,              001,         873925.00,           2925.00
OPTSTK    ,IBULHSGFIN,31/05/2018,00001160.00,PE      ,00000008.50,00000008.50,00000008.50,00000008.50,000000000001600,              400,              001,              001,         467400.00,           3400.00
OPTSTK    ,IBULHSGFIN,31/05/2018,00001180.00,PE      ,00000009.00,00000012.95,00000009.00,00000011.00,000000000001600,             2000,              005,              003,        2380380.00,          20380.00
OPTSTK    ,IBULHSGFIN,31/05/2018,00001200.00,PE      ,00000015.35,00000020.00,00000012.45,00000016.30,000000000016400,            32000,              080,              056,       38945520.00,         545520.00
OPTSTK    ,IBULHSGFIN,31/05/2018,00001220.00,PE      ,00000016.85,00000024.00,00000016.85,00000022.65,000000000008000,             6000,              015,              013,        7443000.00,         123000.00
OPTSTK    ,IBULHSGFIN,31/05/2018,00001240.00,CE      ,00000055.00,00000055.00,00000045.50,00000050.00,000000000001200,             1200,              003,              003,        1548200.00,          60200.00
OPTSTK    ,IBULHSGFIN,31/05/2018,00001240.00,PE      ,00000021.00,00000035.65,00000021.00,00000030.40,000000000012000,            27600,              069,              063,       35006640.00,         782640.00
OPTSTK    ,IBULHSGFIN,31/05/2018,00001250.00,CE      ,00000038.90,00000046.35,00000038.90,00000042.50,000000000004000,             3600,              009,              009,        4651360.00,         151360.00
OPTSTK    ,IBULHSGFIN,31/05/2018,00001250.00,PE      ,00000028.40,00000040.00,00000026.60,00000033.95,000000000024800,            18800,              047,              044,       24144200.00,         644200.00
OPTSTK    ,IBULHSGFIN,31/05/2018,00001260.00,CE      ,00000055.60,00000055.60,00000033.45,00000038.20,000000000013600,            50400,              126,              118,       65411020.00,        1907020.00
OPTSTK    ,IBULHSGFIN,31/05/2018,00001260.00,PE      ,00000026.25,00000045.95,00000026.25,00000039.25,000000000053200,            43600,              109,              105,       56480200.00,        1544200.00
OPTSTK    ,IBULHSGFIN,31/05/2018,00001280.00,CE      ,00000045.00,00000046.00,00000025.70,00000028.85,000000000031600,            75200,              188,              168,       98712500.00,        2456500.00
OPTSTK    ,IBULHSGFIN,31/05/2018,00001280.00,PE      ,00000035.85,00000056.40,00000032.60,00000050.00,000000000050000,            37200,              093,              086,       49228140.00,        1612140.00
OPTSTK    ,IBULHSGFIN,31/05/2018,00001300.00,CE      ,00000032.55,00000037.85,00000019.20,00000021.90,000000000070000,           128400,              321,              301,      170473680.00,        3553680.00
OPTSTK    ,IBULHSGFIN,31/05/2018,00001300.00,PE      ,00000044.25,00000071.75,00000044.25,00000063.30,000000000040400,            27600,              069,              064,       37515160.00,        1635160.00
OPTSTK    ,IBULHSGFIN,31/05/2018,00001320.00,CE      ,00000024.55,00000029.10,00000014.20,00000016.25,000000000059200,           112000,              280,              250,      150138120.00,        2298120.00
OPTSTK    ,IBULHSGFIN,31/05/2018,00001320.00,PE      ,00000058.80,00000079.50,00000058.80,00000079.50,000000000014000,             2000,              005,              005,        2773540.00,         133540.00
OPTSTK    ,IBULHSGFIN,31/05/2018,00001340.00,CE      ,00000017.70,00000022.65,00000010.85,00000011.95,000000000045600,            59200,              148,              120,       80227140.00,         899140.00
OPTSTK    ,IBULHSGFIN,31/05/2018,00001350.00,CE      ,00000016.05,00000016.05,00000009.90,00000010.70,000000000027200,            14000,              035,              035,       19067200.00,         167200.00
OPTSTK    ,IBULHSGFIN,31/05/2018,00001360.00,CE      ,00000012.95,00000015.20,00000008.30,00000008.55,000000000051600,            30400,              076,              061,       41699200.00,         355200.00
OPTSTK    ,IBULHSGFIN,31/05/2018,00001360.00,PE      ,00000108.00,00000108.00,00000108.00,00000108.00,000000000004000,              400,              001,              001,         587200.00,          43200.00
OPTSTK    ,IBULHSGFIN,31/05/2018,00001380.00,CE      ,00000011.15,00000012.05,00000005.00,00000006.65,000000000033200,            17600,              044,              037,       24434780.00,         146780.00
OPTSTK    ,IBULHSGFIN,31/05/2018,00001380.00,PE      ,00000125.00,00000125.00,00000124.00,00000124.00,000000000002000,              800,              002,              002,        1203600.00,          99600.00
OPTSTK    ,IBULHSGFIN,31/05/2018,00001400.00,CE      ,00000008.00,00000009.20,00000004.70,00000005.15,000000000094800,            56400,              141,              126,       79339480.00,         379480.00
OPTSTK    ,IBULHSGFIN,31/05/2018,00001420.00,CE      ,00000005.10,00000005.10,00000004.10,00000004.10,000000000020000,             6800,              017,              015,        9684560.00,          28560.00
OPTSTK    ,IBULHSGFIN,31/05/2018,00001440.00,CE      ,00000003.25,00000003.25,00000003.25,00000003.25,000000000005600,              400,              001,              001,         577300.00,           1300.00
OPTSTK    ,IBULHSGFIN,31/05/2018,00001500.00,CE      ,00000002.50,00000002.50,00000002.50,00000002.50,000000000017600,              400,              001,              001,         601000.00,           1000.00
OPTSTK    ,ICICIBANK ,31/05/2018,00000200.00,PE      ,00000000.25,00000000.25,00000000.25,00000000.25,000000000165000,             2750,              001,              001,         550687.50,            687.50
OPTSTK    ,ICICIBANK ,31/05/2018,00000220.00,PE      ,00000000.40,00000000.45,00000000.30,00000000.40,000000000121000,            19250,              007,              007,        4242150.00,           7150.00
OPTSTK    ,ICICIBANK ,31/05/2018,00000230.00,PE      ,00000000.65,00000000.65,00000000.50,00000000.60,000000000225500,           123750,              045,              041,       28530012.50,          67512.50
OPTSTK    ,ICICIBANK ,31/05/2018,00000240.00,PE      ,00000001.30,00000001.30,00000000.95,00000001.05,000000000970750,           374000,              136,              110,       90153112.50,         393112.50
OPTSTK    ,ICICIBANK ,31/05/2018,00000250.00,PE      ,00000002.30,00000002.40,00000001.70,00000002.00,000000001229250,           569250,              207,              169,      143457325.00,        1144825.00
OPTSTK    ,ICICIBANK ,31/05/2018,00000260.00,CE      ,00000025.55,00000029.00,00000025.55,00000028.10,000000000371250,            33000,              012,              010,        9501250.00,         921250.00
OPTSTK    ,ICICIBANK ,31/05/2018,00000260.00,PE      ,00000004.20,00000004.25,00000003.00,00000003.55,000000001768250,          1754500,              638,              490,      462217250.00,        6047250.00
OPTSTK    ,ICICIBANK ,31/05/2018,00000270.00,CE      ,00000017.60,00000021.75,00000017.55,00000020.60,000000000343750,           236500,              086,              067,       68631200.00,        4776200.00
OPTSTK    ,ICICIBANK ,31/05/2018,00000270.00,PE      ,00000007.10,00000007.30,00000005.35,00000006.10,000000002142250,          3000250,             1091,              855,      828097737.50,       18030237.50
OPTSTK    ,ICICIBANK ,31/05/2018,00000280.00,CE      ,00000012.10,00000016.00,00000011.40,00000014.40,000000002266000,          3335750,             1213,             1020,      980253312.50,       46243312.50
OPTSTK    ,ICICIBANK ,31/05/2018,00000280.00,PE      ,00000011.30,00000011.60,00000008.85,00000009.90,000000005615500,          4507250,             1639,             1252,     1305712925.00,       43682925.00
OPTSTK    ,ICICIBANK ,31/05/2018,00000290.00,CE      ,00000007.60,00000010.65,00000007.30,00000009.60,000000002417250,          5483500,             1994,             1691,     1640815962.50,       50600962.50
OPTSTK    ,ICICIBANK ,31/05/2018,00000290.00,PE      ,00000016.90,00000017.10,00000013.25,00000014.80,000000000610500,          1243000,              452,              374,      378633062.50,       18163062.50
OPTSTK    ,ICICIBANK ,31/05/2018,00000300.00,CE      ,00000005.60,00000006.80,00000004.40,00000006.00,000000002986500,          4815250,             1751,             1477,     1472513075.00,       27938075.00
OPTSTK    ,ICICIBANK ,31/05/2018,00000300.00,PE      ,00000021.50,00000021.50,00000020.00,00000021.15,000000000354750,            49500,              018,              017,       15885787.50,        1035787.50
OPTSTK    ,ICICIBANK ,31/05/2018,00000310.00,CE      ,00000002.70,00000004.25,00000002.70,00000003.65,000000001531750,          1738000,              632,              510,      545005450.00,        6225450.00
OPTSTK    ,ICICIBANK ,31/05/2018,00000320.00,CE      ,00000002.05,00000002.55,00000001.65,00000002.20,000000001628000,          1597750,              581,              470,      514691787.50,        3411787.50
OPTSTK    ,ICICIBANK ,31/05/2018,00000320.00,PE      ,00000037.30,00000037.60,00000037.30,00000037.60,000000000107250,             5500,              002,              002,        1965975.00,         205975.00
OPTSTK    ,ICICIBANK ,31/05/2018,00000330.00,CE      ,00000001.10,00000001.50,00000001.00,00000001.30,000000000891000,           753500,              274,              234,      249585325.00,         930325.00
OPTSTK    ,ICICIBANK ,31/05/2018,00000330.00,PE      ,00000047.00,00000047.00,00000047.00,00000047.00,000000000046750,             2750,              001,              001,        1036750.00,         129250.00
OPTSTK    ,ICICIBANK ,31/05/2018,00000340.00,CE      ,00000000.70,00000000.85,00000000.65,00000000.80,000000000365750,           242000,              088,              081,       82465487.50,         185487.50
OPTSTK    ,ICICIBANK ,31/05/2018,00000350.00,CE      ,00000000.45,00000000.60,00000000.45,00000000.50,000000000187000,           126500,              046,              044,       44337562.50,          62562.50
OPTSTK    ,ICICIBANK ,31/05/2018,00000360.00,CE      ,00000000.35,00000000.45,00000000.30,00000000.40,000000000140250,            35750,              013,              013,       12883062.50,          13062.50
OPTSTK    ,ICICIBANK ,31/05/2018,00000370.00,CE      ,00000000.25,00000000.25,00000000.25,00000000.25,000000000093500,            11000,              004,              004,        4072750.00,           2750.00
OPTSTK    ,ICICIBANK ,31/05/2018,00000380.00,CE      ,00000000.15,00000000.20,00000000.15,00000000.20,000000000071500,            24750,              009,              003,        9409262.50,           4262.50
OPTSTK    ,ICICIBANK ,31/05/2018,00000400.00,CE      ,00000000.20,00000000.20,00000000.20,00000000.20,000000000041250,             5500,              002,              002,        2201100.00,           1100.00
OPTSTK    ,ICICIBANK ,31/05/2018,00000420.00,CE      ,00000000.10,00000000.10,00000000.10,00000000.10,000000000035750,             2750,              001,              001,        1155275.00,            275.00
OPTSTK    ,ICICIPRULI,31/05/2018,00000390.00,PE      ,00000000.90,00000001.45,00000000.90,00000001.45,000000000020800,             3900,              003,              003,        1525290.00,           4290.00
OPTSTK    ,ICICIPRULI,31/05/2018,00000400.00,CE      ,00000038.00,00000038.00,00000038.00,00000038.00,000000000031200,             1300,              001,              001,         569400.00,          49400.00
OPTSTK    ,ICICIPRULI,31/05/2018,00000400.00,PE      ,00000001.60,00000003.00,00000001.40,00000003.00,000000000070200,            22100,              017,              017,        8883225.00,          43225.00
OPTSTK    ,ICICIPRULI,31/05/2018,00000410.00,CE      ,00000034.00,00000034.00,00000034.00,00000034.00,000000000022100,             1300,              001,              001,         577200.00,          44200.00
OPTSTK    ,ICICIPRULI,31/05/2018,00000410.00,PE      ,00000003.25,00000003.25,00000002.55,00000002.95,000000000037700,             3900,              003,              003,        1610375.00,          11375.00
OPTSTK    ,ICICIPRULI,31/05/2018,00000420.00,CE      ,00000016.65,00000024.00,00000016.65,00000024.00,000000000042900,            13000,              010,              010,        5740605.00,         280605.00
OPTSTK    ,ICICIPRULI,31/05/2018,00000420.00,PE      ,00000006.40,00000007.55,00000004.70,00000007.55,000000000046800,            15600,              012,              011,        6642285.00,          90285.00
OPTSTK    ,ICICIPRULI,31/05/2018,00000430.00,CE      ,00000013.25,00000021.65,00000013.25,00000017.85,000000000049400,            53300,              041,              041,       23796045.00,         877045.00
OPTSTK    ,ICICIPRULI,31/05/2018,00000430.00,PE      ,00000010.00,00000012.50,00000007.80,00000009.25,000000000049400,            36400,              028,              028,       16004560.00,         352560.00
OPTSTK    ,ICICIPRULI,31/05/2018,00000440.00,CE      ,00000009.00,00000016.30,00000008.75,00000014.00,000000000227500,           438100,              337,              309,      198481920.00,        5717920.00
OPTSTK    ,ICICIPRULI,31/05/2018,00000440.00,PE      ,00000013.65,00000015.00,00000012.40,00000014.20,000000000023400,            10400,              008,              008,        4719650.00,         143650.00
OPTSTK    ,ICICIPRULI,31/05/2018,00000450.00,CE      ,00000005.55,00000011.95,00000005.50,00000009.85,000000000232700,           561600,              432,              390,      257991435.00,        5271435.00
OPTSTK    ,ICICIPRULI,31/05/2018,00000460.00,CE      ,00000003.60,00000008.80,00000003.60,00000006.90,000000000087100,           174200,              134,              130,       81200535.00,        1068535.00
OPTSTK    ,ICICIPRULI,31/05/2018,00000470.00,CE      ,00000003.20,00000006.00,00000002.50,00000005.00,000000000050700,            52000,              040,              039,       24659050.00,         219050.00
OPTSTK    ,ICICIPRULI,31/05/2018,00000480.00,CE      ,00000001.70,00000004.90,00000001.70,00000002.75,000000000045500,            54600,              042,              034,       26384280.00,         176280.00
OPTSTK    ,ICICIPRULI,31/05/2018,00000490.00,CE      ,00000002.00,00000003.10,00000002.00,00000002.65,000000000016900,            13000,              010,              009,        6404385.00,          34385.00
OPTSTK    ,ICICIPRULI,31/05/2018,00000500.00,CE      ,00000001.65,00000002.60,00000001.30,00000001.90,000000000114400,            53300,              041,              035,       26750100.00,         100100.00
OPTSTK    ,ICICIPRULI,28/06/2018,00000430.00,PE      ,00000015.00,00000015.00,00000015.00,00000015.00,000000000001300,             1300,              001,              001,         578500.00,          19500.00
OPTSTK    ,IDBI      ,31/05/2018,00000050.00,PE      ,00000000.15,00000000.15,00000000.10,00000000.15,000000000250000,            50000,              005,              005,        2507000.00,           7000.00
OPTSTK    ,IDBI      ,31/05/2018,00000052.50,PE      ,00000000.15,00000000.15,00000000.15,00000000.15,000000000070000,            10000,              001,              001,         526500.00,           1500.00
OPTSTK    ,IDBI      ,31/05/2018,00000055.00,PE      ,00000000.50,00000000.55,00000000.40,00000000.40,000000000430000,           110000,              011,              011,        6100000.00,          50000.00
OPTSTK    ,IDBI      ,31/05/2018,00000057.50,PE      ,00000000.75,00000000.85,00000000.75,00000000.85,000000000190000,            50000,              005,              002,        2916500.00,          41500.00
OPTSTK    ,IDBI      ,31/05/2018,00000060.00,PE      ,00000001.35,00000001.55,00000001.30,00000001.35,000000000780000,           540000,              054,              048,       33170000.00,         770000.00
OPTSTK    ,IDBI      ,31/05/2018,00000062.50,PE      ,00000002.25,00000002.50,00000001.90,00000001.90,000000000620000,           200000,              020,              020,       12946000.00,         446000.00
OPTSTK    ,IDBI      ,31/05/2018,00000065.00,CE      ,00000003.55,00000003.85,00000003.00,00000003.45,000000000730000,           830000,              083,              078,       56732000.00,        2782000.00
OPTSTK    ,IDBI      ,31/05/2018,00000065.00,PE      ,00000003.45,00000003.70,00000003.10,00000003.10,000000000840000,           250000,              025,              024,       17087000.00,         837000.00
OPTSTK    ,IDBI      ,31/05/2018,00000067.50,CE      ,00000002.65,00000002.75,00000002.15,00000002.55,000000000390000,           380000,              038,              033,       26586500.00,         936500.00
OPTSTK    ,IDBI      ,31/05/2018,00000067.50,PE      ,00000005.00,00000005.10,00000004.90,00000005.10,000000000280000,            30000,              003,              003,        2175000.00,         150000.00
OPTSTK    ,IDBI      ,31/05/2018,00000070.00,CE      ,00000001.80,00000001.95,00000001.50,00000001.75,000000002190000,           940000,              094,              079,       67383500.00,        1583500.00
OPTSTK    ,IDBI      ,31/05/2018,00000070.00,PE      ,00000006.90,00000006.90,00000006.55,00000006.55,000000000340000,            20000,              002,              002,        1534500.00,         134500.00
OPTSTK    ,IDBI      ,31/05/2018,00000072.50,CE      ,00000001.40,00000001.40,00000001.10,00000001.20,000000000490000,           270000,              027,              020,       19900000.00,         325000.00
OPTSTK    ,IDBI      ,31/05/2018,00000075.00,CE      ,00000001.00,00000001.00,00000000.75,00000000.80,000000001620000,           490000,              049,              039,       37171500.00,         421500.00
OPTSTK    ,IDBI      ,31/05/2018,00000077.50,CE      ,00000000.55,00000000.55,00000000.55,00000000.55,000000000180000,            50000,              005,              005,        3902500.00,          27500.00
OPTSTK    ,IDBI      ,31/05/2018,00000080.00,CE      ,00000000.50,00000000.55,00000000.45,00000000.50,000000001720000,           150000,              015,              015,       12073500.00,          73500.00
OPTSTK    ,IDBI      ,31/05/2018,00000082.50,CE      ,00000000.35,00000000.35,00000000.30,00000000.30,000000000090000,            30000,              003,              003,        2485000.00,          10000.00
OPTSTK    ,IDBI      ,31/05/2018,00000085.00,CE      ,00000000.20,00000000.20,00000000.15,00000000.20,000000000350000,            60000,              006,              006,        5111500.00,          11500.00
OPTSTK    ,IDBI      ,31/05/2018,00000090.00,CE      ,00000000.15,00000000.15,00000000.10,00000000.10,000000000250000,            60000,              006,              004,        5407000.00,           7000.00
OPTSTK    ,IDEA      ,31/05/2018,00000050.00,PE      ,00000000.25,00000000.30,00000000.20,00000000.25,000000000049000,            77000,              011,              011,        3870300.00,          20300.00
OPTSTK    ,IDEA      ,31/05/2018,00000052.50,PE      ,00000000.40,00000000.50,00000000.35,00000000.35,000000000133000,           420000,              060,              036,       22222900.00,         172900.00
OPTSTK    ,IDEA      ,31/05/2018,00000055.00,PE      ,00000000.45,00000000.85,00000000.45,00000000.60,000000000882000,          1190000,              170,              132,       66241700.00,         791700.00
